filename,xmin,ymin,xmax,ymax,class
page_ATENC_MSFO_24Q1.pdf_29.png,1438,1494,212,952,table
page_PKPKB_MSFO_23Q4.pdf_61.png,2110,1242,134,847,table
page_VBKVZ_MSFO_23Q4.pdf_27.png,1502,1222,190,1028,table
page_OHTGR_MSFO_23Q4.pdf_39.png,212,299,1497,450,table
page_MSBLZ_MSFO_23Q4.pdf_30.png,1513,1179,268,958,table
page_SELTL_MSFO_23Q4.pdf_43.png,1513,1124,260,775,table
page_ROSAD_MSFO_23Q4.pdf_40.png,1510,1039,220,507,table
page_MRTFN_MSFO_23Q4.pdf_27.png,1525,1437,202,1873,table
page_ERTHO_MSFO_23Q3.pdf_27.png,1447,1990,213,1849,table
page_ATENC_MSFO_23Q4.pdf_83.png,222,2042,1374,1200,table
page_NOVTR_MSFO_23Q4.pdf_31.png,1548,1424,228,1777,table
page_ATENC_MSFO_23Q4.pdf_102.png,1433,673,219,354,table
page_RODEL_MSFO_23Q4.pdf_43.png,1540,1886,212,2141,table
page_RODEL_MSFO_23Q4.pdf_42.png,1481,1918,245,1707,table
page_GTSNB_MSFO_23Q4.pdf_23.png,1516,1403,232,963,table
page_TRFMN_MSFO_23Q4.pdf_27.png,1526,1002,218,830,table
page_BSKSC_MSFO_23Q4.pdf_36.png,1510,1569,267,1146,table
page_POCHR_MSFO_23Q4.pdf_60.png,1536,1582,195,1345,table
page_PKPKB_MSFO_23Q4.pdf_43.png,194,1298,1432,1526,table
page_RSGFN_MSFO_23Q4.pdf_30.png,1528,1520,213,1152,table
page_MSBLZ_MSFO_23Q4.pdf_35.png,1532,1193,264,913,table
page_PRAVO_MSFO_23Q4.pdf_29.png,1524,996,165,1150,table
page_SGTRN_MSFO_23Q4.pdf_17.png,1504,1062,253,867,table
page_GKPIN_MSFO_23Q4.pdf_34.png,1469,1476,210,1879,table
page_TIONE_MSFO_23Q4.pdf_38.png,1512,1716,207,1364,table
page_RESOL_MSFO_23Q4.pdf_34.png,1494,926,229,283,table
page_DRSDV_MSFO_23Q4.pdf_54.png,129,1484,1277,2068,table
page_PRAVO_MSFO_23Q4.pdf_25.png,1524,1093,163,868,table
page_ELSTR_MSFO_23Q4.pdf_54.png,153,960,1486,1179,table
page_LIZTR_MSFO_23Q4.pdf_68.png,1438,650,217,442,table
page_ROSAD_MSFO_23Q4.pdf_35.png,205,986,1512,1279,table
page_GTSNB_MSFO_23Q4.pdf_8.png,1429,833,144,274,table
page_TRCKO_MSFO_23Q4.pdf_35.png,1582,2015,213,744,table
page_METAL_MSFO_23Q4.pdf_7.png,2186,1184,198,217,table
page_ASTDN_MSFO_23Q4.pdf_9.png,1504,1133,192,330,table
page_KIRZD_MSFO_23Q4.pdf_49.png,1511,841,306,573,table
page_YUVLT_MSFO_23Q4.pdf_8.png,283,2120,1537,281,table
page_FCKCO_MSFO_23Q3.pdf_21.png,1543,1863,179,472,table
page_PMINT_MSFO_23Q4.pdf_34.png,1486,1438,217,1184,table
page_ROSZD_MSFO_23Q4.pdf_76.png,1510,451,187,698,table
page_DELPT_MSFO_23Q4.pdf_29.png,133,409,2208,1001,table
page_ASPDK_MSFO_23Q4.pdf_25.png,156,669,1484,965,table
page_RSBNK_MSFO_23Q4.pdf_8.png,1535,1116,188,588,table
page_SIBUR_MSFO_23Q4.pdf_6.png,1505,920,378,256,table
page_RESOL_MSFO_23Q3.pdf_28.png,1486,1678,240,514,table
page_CEEFP_MSFO_23Q4.pdf_32.png,1528,791,311,232,table
page_RFBIN_MSFO_23Q3.pdf_44.png,1440,668,210,261,table
page_PRSLK_MSFO_23Q4.pdf_47.png,1410,1297,126,1003,table
page_AVDOM_MSFO_23Q4.pdf_47.png,1546,1316,234,1533,table
page_EVBRZ_MSFO_23Q4.pdf_114.png,1455,1569,182,1820,table
page_ZASLO_MSFO_23Q4.pdf_50.png,1524,429,251,836,table
page_PNSHD_MSFO_23Q4.pdf_8.png,290,329,1530,1611,table
page_RFBIN_MSFO_23Q3.pdf_39.png,1443,2043,208,1852,table
page_ATENC_MSFO_23Q4.pdf_68.png,1425,1966,216,290,table
page_AVAGR_MSFO_23Q4.pdf_11.png,1464,1389,236,1157,table
page_RUSBR_MSFO_23Q4.pdf_32.png,1546,2086,204,1730,table
page_ELLZN_MSFO_23Q4.pdf_49.png,1448,744,242,970,table
page_BRSDD_MSFO_23Q4.pdf_33.png,1430,922,208,1235,table
page_IIBNK_MSFO_23Q4.pdf_11.png,1516,342,204,2144,table
page_CPPCO_MSFO_23Q4.pdf_32.png,1501,842,165,531,table
page_ROSZD_MSFO_23Q4.pdf_94.png,187,1364,1523,2163,table
page_CHTPZ_MSFO_23Q4.pdf_32.png,2250,961,192,486,table
page_LIZTR_MSFO_23Q4.pdf_50.png,215,402,1447,807,table
page_IIBNK_MSFO_23Q4.pdf_44.png,1502,397,211,1333,table
page_YUVLT_MSFO_23Q4.pdf_23.png,1536,879,283,395,table
page_YUVLT_MSFO_23Q4.pdf_41.png,1522,1148,287,873,table
page_GTLKA_MSFO_23Q4.pdf_76.png,1526,255,236,1162,table
page_NOVTR_MSFO_23Q4.pdf_8.png,1533,1452,234,846,table
page_MSBLZ_MSFO_23Q4.pdf_35.png,1522,731,264,402,table
page_SSCAP_MSFO_23Q4.pdf_40.png,1519,292,213,1117,table
page_APRIO_MSFO_24Q1.pdf_4.png,257,1299,1444,433,table
page_SELTL_MSFO_23Q4.pdf_9.png,2192,318,181,1296,table
page_RODEL_MSFO_23Q4.pdf_12.png,1532,1350,256,1069,table
page_ATENC_MSFO_23Q3.pdf_40.png,1433,899,216,448,table
page_GKPIN_MSFO_23Q4.pdf_17.png,1493,1058,211,825,table
page_BALIZ_MSFO_23Q4.pdf_61.png,1535,311,231,1777,table
page_TRFMN_MSFO_24Q1.pdf_32.png,228,1672,1536,1545,table
page_URALK_MSFO_23Q4.pdf_36.png,232,1423,1539,1824,table
page_URALK_MSFO_23Q4.pdf_30.png,1539,1121,230,978,table
page_GKPIN_MSFO_23Q4.pdf_23.png,1486,1417,225,1166,table
page_BSKSC_MSFO_23Q4.pdf_30.png,1518,946,271,714,table
page_GTLKA_MSFO_23Q4.pdf_73.png,1534,1864,244,1660,table
page_SSCAP_MSFO_23Q4.pdf_11.png,764,7,764,7,table
page_ATENC_MSFO_23Q3.pdf_28.png,1447,1673,215,1175,table
page_DOMRF_MSFO_23Q4.pdf_28.png,1539,388,204,1981,table
page_TRKON_MSFO_24Q1.pdf_20.png,1518,1454,189,1208,table
page_ELLZN_MSFO_23Q4.pdf_36.png,1464,1085,240,665,table
page_RFBIN_MSFO_23Q3.pdf_43.png,1443,1612,210,1102,table
page_IEKHL_MSFO_23Q4.pdf_63.png,918,680,200,209,table
page_ERTHO_MSFO_23Q4.pdf_67.png,1447,1398,208,1100,table
page_IEKHL_MSFO_23Q4.pdf_9.png,169,2056,1259,295,table
page_LIZTR_MSFO_23Q4.pdf_65.png,169,375,2150,1203,table
page_LIZTR_MSFO_23Q4.pdf_86.png,1449,1533,210,1818,table
page_ROSZD_MSFO_23Q4.pdf_53.png,1522,1927,193,1566,table
page_SETGL_MSFO_23Q4.pdf_52.png,1484,1946,220,1569,table
page_ATENC_MSFO_23Q4.pdf_108.png,1453,536,210,1130,table
page_IEKHL_MSFO_23Q4.pdf_51.png,1429,384,186,1328,table
page_INKCP_MSFO_23Q4.pdf_48.png,1537,604,241,440,table
page_KRMNI_MSFO_23Q4.pdf_22.png,210,283,1519,971,table
page_PNSHD_MSFO_23Q4.pdf_41.png,1518,1651,264,1335,table
page_TRFMN_MSFO_23Q4.pdf_25.png,1524,200,214,866,table
page_GTLKA_MSFO_23Q4.pdf_92.png,1558,343,236,544,table
page_SPINL_MSFO_23Q4.pdf_49.png,1532,1557,273,1091,table
page_DOMRB_MSFO_23Q3.pdf_36.png,1535,930,208,414,table
page_AVDOM_MSFO_23Q4.pdf_42.png,1558,1539,232,1794,table
page_DOMRB_MSFO_24Q1.pdf_29.png,1536,960,214,400,table
page_ASTDN_MSFO_23Q4.pdf_40.png,1506,882,251,1353,table
page_ATENC_MSFO_24Q1.pdf_24.png,203,314,1429,1504,table
page_LIMEZ_MSFO_23Q4.pdf_8.png,1516,370,276,1587,table
page_JKHSY_MSFO_23Q4.pdf_17.png,1505,1856,238,1350,table
page_BCSPL_MSFO_23Q4.pdf_50.png,1526,536,208,171,table
page_RUSBR_MSFO_23Q4.pdf_33.png,1533,760,208,395,table
page_ASPDK_MSFO_23Q4.pdf_26.png,1477,902,168,296,table
page_PRGRD_MSFO_23Q4.pdf_43.png,1518,1884,249,2154,table
page_DOMRB_MSFO_23Q3.pdf_27.png,217,1417,1535,1681,table
page_RODEL_MSFO_23Q4.pdf_47.png,1538,409,241,1853,table
page_QIVFN_MSFO_23Q4.pdf_25.png,1517,383,242,626,table
page_CTYMT_MSFO_23Q4.pdf_38.png,1535,705,232,236,table
page_KRMNI_MSFO_23Q4.pdf_23.png,1522,960,211,307,table
page_ASPDK_MSFO_23Q4.pdf_28.png,1472,1883,165,1637,table
page_BCSPL_MSFO_23Q4.pdf_42.png,1532,703,199,871,table
page_DRSDV_MSFO_23Q4.pdf_59.png,1563,1590,131,1167,table
page_SIBUR_MSFO_23Q4.pdf_33.png,1961,334,92,1143,table
page_EVBRZ_MSFO_23Q4.pdf_60.png,1522,1740,193,1398,table
page_DELPT_MSFO_23Q4.pdf_5.png,1492,916,180,656,table
page_IIBNK_MSFO_23Q4.pdf_49.png,1526,1716,214,1460,table
page_REKOP_MSFO_23Q4.pdf_7.png,1448,1368,290,292,table
page_RFBIN_MSFO_23Q3.pdf_83.png,217,1648,1453,1983,table
page_DOMRF_MSFO_23Q4.pdf_11.png,1526,2056,208,1265,table
page_IEKHL_MSFO_23Q4.pdf_70.png,1173,1215,255,765,table
page_GMSRV_MSFO_23Q4.pdf_47.png,1559,587,231,1094,table
page_IDCOL_MSFO_23Q4.pdf_6.png,1498,1643,240,300,table
page_ELLZN_MSFO_23Q3.pdf_32.png,1475,860,229,1238,table
page_RUSBR_MSFO_23Q4.pdf_49.png,1524,771,213,1132,table
page_PRSLK_MSFO_23Q4.pdf_26.png,1538,1166,257,840,table
page_SSCAP_MSFO_23Q4.pdf_37.png,1526,2029,226,1615,table
page_OHTGR_MSFO_23Q4.pdf_8.png,1491,1906,220,349,table
page_REKOP_MSFO_23Q4.pdf_34.png,171,1780,1506,2223,table
page_MAXTL_MSFO_23Q4.pdf_14.png,1555,1185,269,1810,table
page_SLVNF_MSFO_23Q3.pdf_17.png,1533,936,197,1263,table
page_PKPKB_MSFO_23Q4.pdf_34.png,1440,643,208,394,table
page_SPINL_MSFO_23Q4.pdf_40.png,1539,1410,257,1229,table
page_BCSPL_MSFO_23Q4.pdf_48.png,1529,980,206,737,table
page_ATENC_MSFO_24Q1.pdf_29.png,1406,2105,210,1687,table
page_DOMRF_MSFO_24Q1.pdf_21.png,1529,1238,211,1963,table
page_BRSDD_MSFO_23Q4.pdf_26.png,1449,1689,203,1909,table
page_ATENC_MSFO_24Q1.pdf_23.png,1397,1912,220,1631,table
page_MSBLZ_MSFO_23Q4.pdf_45.png,1539,959,234,440,table
page_METAL_MSFO_23Q4.pdf_27.png,2199,821,201,343,table
page_DOMRF_MSFO_23Q4.pdf_29.png,1554,835,193,349,table
page_ATENC_MSFO_24Q1.pdf_20.png,1475,472,217,765,table
page_TLFNS_MSFO_23Q4.pdf_25.png,1539,1976,144,1066,table
page_LIMEZ_MSFO_23Q4.pdf_36.png,267,881,1517,490,table
page_NVCKO_MSFO_23Q4.pdf_28.png,214,1198,1549,1869,table
page_BALIZ_MSFO_23Q4.pdf_37.png,163,388,2141,1432,table
page_DELPT_MSFO_23Q4.pdf_5.png,1492,631,177,374,table
page_BCSPL_MSFO_23Q4.pdf_42.png,1532,994,191,1393,table
page_KRMNI_MSFO_23Q4.pdf_32.png,1523,716,208,332,table
page_DOMRB_MSFO_24Q1.pdf_21.png,1536,2048,207,553,table
page_OHTGR_MSFO_23Q4.pdf_37.png,1499,1299,231,1076,table
page_PRGRD_MSFO_23Q4.pdf_40.png,1502,694,255,343,table
page_PRGRD_MSFO_23Q4.pdf_37.png,1505,1385,251,1061,table
page_VISAO_MSFO_23Q4.pdf_9.png,1467,1635,164,329,table
page_GTLKA_MSFO_23Q4.pdf_47.png,1549,1198,232,1658,table
page_ROSZD_MSFO_23Q4.pdf_64.png,1507,1646,186,1226,table
page_KIRZD_MSFO_23Q4.pdf_52.png,1584,2070,177,1818,table
page_MVFIN_MSFO_23Q4.pdf_21.png,1509,1181,266,1405,table
page_IEKHL_MSFO_23Q4.pdf_24.png,253,193,1095,772,table
page_SELTL_MSFO_23Q3.pdf_20.png,1504,2101,255,1555,table
page_DOMRF_MSFO_24Q1.pdf_48.png,1531,1628,211,1460,table
page_RESOL_MSFO_23Q3.pdf_22.png,1472,1418,245,1044,table
page_PTRIN_MSFO_23Q4.pdf_21.png,1507,1432,285,2105,table
page_SETGL_MSFO_23Q4.pdf_50.png,1477,568,223,928,table
page_ATENC_MSFO_23Q3.pdf_51.png,1406,2088,219,1526,table
page_LIZTR_MSFO_23Q4.pdf_84.png,210,1353,1387,2106,table
page_BCSPL_MSFO_23Q4.pdf_53.png,2174,881,167,298,table
page_PKPKB_MSFO_23Q4.pdf_53.png,1451,665,222,317,table
page_METAL_MSFO_23Q4.pdf_35.png,1522,1035,180,1252,table
page_OKEYF_MSFO_23Q4.pdf_7.png,1425,912,187,382,table
page_RESOL_MSFO_23Q3.pdf_5.png,1555,1972,211,271,table
page_RUSBR_MSFO_23Q4.pdf_32.png,1541,1678,201,1230,table
page_ERTHO_MSFO_23Q4.pdf_67.png,1447,2058,206,1895,table
page_ROSMP_MSFO_23Q4.pdf_48.png,1541,994,218,487,table
page_SNTRM_MSFO_23Q4.pdf_36.png,106,320,2220,1195,table
page_EURCH_MSFO_23Q4.pdf_4.png,1516,1203,257,266,table
page_RESOL_MSFO_23Q4.pdf_37.png,1491,1886,226,2040,table
page_KIRZD_MSFO_23Q4.pdf_22.png,1506,1037,271,701,table
page_ATENC_MSFO_23Q4.pdf_116.png,1514,1240,212,348,table
page_DRSDV_MSFO_23Q4.pdf_8.png,1544,217,1267,1016,table
page_MSBLZ_MSFO_23Q4.pdf_31.png,238,675,1518,1134,table
page_DOMRF_MSFO_24Q1.pdf_15.png,1541,1515,205,1146,table
page_SETGL_MSFO_23Q4.pdf_31.png,1478,823,226,1122,table
page_PRSLK_MSFO_23Q4.pdf_27.png,1532,978,266,1103,table
page_PRKNT_MSFO_23Q4.pdf_30.png,1577,1489,163,1644,table
page_ROSMP_MSFO_23Q4.pdf_41.png,1536,2029,216,674,table
page_IEKHL_MSFO_23Q4.pdf_24.png,264,1162,853,1867,table
page_ROSMP_MSFO_23Q4.pdf_41.png,1555,481,214,251,table
page_IDCOL_MSFO_23Q4.pdf_27.png,1401,678,125,470,table
page_ODCOR_MSFO_23Q4.pdf_43.png,1533,392,192,1678,table
page_NVCKO_MSFO_23Q4.pdf_31.png,1557,1736,238,1426,table
page_BALIZ_MSFO_23Q4.pdf_39.png,1535,877,244,581,table
page_LIZTR_MSFO_23Q4.pdf_7.png,1437,1591,287,1169,table
page_RFBIN_MSFO_23Q3.pdf_53.png,217,1391,1440,1736,table
page_RESOL_MSFO_23Q4.pdf_34.png,1492,2146,244,1970,table
page_PRKLK_MSFO_23Q4.pdf_41.png,1535,2092,191,1835,table
page_ODCOR_MSFO_23Q4.pdf_39.png,195,1248,1552,1584,table
page_PMINT_MSFO_24Q1.pdf_40.png,1461,720,227,406,table
page_BSKSC_MSFO_23Q4.pdf_30.png,1520,1842,268,1656,table
page_REKOP_MSFO_23Q4.pdf_23.png,1458,334,165,790,table
page_ROSZD_MSFO_23Q4.pdf_60.png,1539,883,191,523,table
page_PKPKB_MSFO_23Q4.pdf_56.png,1468,1565,206,997,table
page_GLORX_MSFO_23Q4.pdf_44.png,200,511,1501,725,table
page_SPINL_MSFO_23Q4.pdf_34.png,1533,1850,281,1576,table
page_LIMEZ_MSFO_23Q4.pdf_30.png,1530,1666,259,1908,table
page_MSBLZ_MSFO_23Q4.pdf_6.png,1527,984,250,741,table
page_ROSMP_MSFO_23Q4.pdf_36.png,229,2188,1566,1662,table
page_CPPCO_MSFO_23Q4.pdf_43.png,1494,156,161,536,table
page_CEEFP_MSFO_23Q4.pdf_32.png,1425,1140,281,1331,table
page_RFBIN_MSFO_23Q3.pdf_51.png,1445,1535,210,1919,table
page_DOMRF_MSFO_24Q1.pdf_19.png,199,562,1537,1425,table
page_ASPDK_MSFO_23Q4.pdf_28.png,1493,1511,152,1293,table
page_RFBIN_MSFO_23Q3.pdf_56.png,212,477,1446,937,table
page_SGTRN_MSFO_23Q4.pdf_34.png,1500,1021,261,455,table
page_YUVLT_MSFO_23Q4.pdf_12.png,303,843,1529,697,table
page_SLVNF_MSFO_23Q3.pdf_10.png,1528,1783,201,1453,table
page_SSCAP_MSFO_23Q4.pdf_40.png,1525,1224,223,2056,table
page_PKPKB_MSFO_23Q4.pdf_35.png,1460,1602,224,2165,table
page_GTLKA_MSFO_23Q4.pdf_48.png,228,1600,1541,1914,table
page_IEKHL_MSFO_23Q4.pdf_21.png,169,2131,1042,1921,table
page_MVFIN_MSFO_23Q4.pdf_8.png,1505,954,189,334,table
page_APRIO_MSFO_24Q1.pdf_12.png,1536,1017,156,291,table
page_ATENC_MSFO_23Q4.pdf_71.png,1415,1839,220,1516,table
page_SSCAP_MSFO_23Q4.pdf_23.png,1526,1076,227,307,table
page_GTLKA_MSFO_23Q4.pdf_81.png,1550,232,229,932,table
page_METAL_MSFO_23Q4.pdf_27.png,2192,1498,211,927,table
page_INKCP_MSFO_23Q4.pdf_33.png,1541,2096,234,1863,table
page_EVBRZ_MSFO_23Q4.pdf_91.png,1493,422,188,1630,table
page_AERFL_MSFO_23Q4.pdf_32.png,1534,1489,189,1015,table
page_OKEYF_MSFO_23Q4.pdf_27.png,1324,1264,217,803,table
page_RFBIN_MSFO_23Q3.pdf_46.png,215,351,1441,516,table
page_AERFL_MSFO_23Q4.pdf_19.png,1524,1224,189,1009,table
page_RODEL_MSFO_23Q4.pdf_43.png,256,325,1556,551,table
page_ATENC_MSFO_23Q3.pdf_6.png,1476,306,221,1173,table
page_ELLZN_MSFO_23Q4.pdf_38.png,1464,984,221,2041,table
page_LIMEZ_MSFO_23Q4.pdf_38.png,1522,1265,269,1428,table
page_ODCOR_MSFO_23Q4.pdf_48.png,184,859,1541,1035,table
page_ROSMP_MSFO_23Q4.pdf_52.png,1582,1987,210,2159,table
page_RESOL_MSFO_23Q4.pdf_37.png,1488,1161,242,1415,table
page_ROSMP_MSFO_23Q4.pdf_38.png,1558,1730,197,1012,table
page_RUSBR_MSFO_23Q4.pdf_52.png,1537,1893,208,2030,table
page_AERFL_MSFO_23Q4.pdf_26.png,1536,1413,191,1721,table
page_NPFOO_MSFO_23Q4.pdf_20.png,1516,916,218,548,table
page_ATENC_MSFO_23Q4.pdf_63.png,213,1510,1412,1877,table
page_PMINT_MSFO_24Q1.pdf_37.png,1481,1798,197,2144,table
page_ODCOR_MSFO_23Q4.pdf_51.png,1585,1792,179,395,table
page_JKHSY_MSFO_23Q4.pdf_23.png,1507,1433,238,907,table
page_ERTHO_MSFO_23Q4.pdf_42.png,1450,744,210,345,table
page_PRAVO_MSFO_23Q4.pdf_25.png,1537,1552,165,1181,table
page_ELLZN_MSFO_23Q4.pdf_43.png,1463,337,236,1341,table
page_ASPDK_MSFO_23Q4.pdf_27.png,1434,2060,163,1638,table
page_BALIZ_MSFO_23Q4.pdf_44.png,1528,1250,248,1549,table
page_PMINT_MSFO_23Q4.pdf_44.png,1490,444,191,1406,table
page_TRFMN_MSFO_23Q4.pdf_31.png,1533,1235,197,838,table
page_DOMRF_MSFO_24Q1.pdf_34.png,1532,1235,203,1889,table
page_DOMRB_MSFO_24Q1.pdf_36.png,1528,1937,210,1744,table
page_VISAO_MSFO_23Q4.pdf_48.png,170,1878,1495,640,table
page_NOVTR_MSFO_23Q4.pdf_28.png,1537,2062,236,1826,table
page_VBKVZ_MSFO_23Q4.pdf_33.png,1543,1065,193,778,table
page_ROSAL_MSFO_23Q4.pdf_39.png,1536,1448,189,1730,table
page_KIRZD_MSFO_23Q4.pdf_43.png,1511,602,262,1404,table
page_SIBUR_MSFO_23Q4.pdf_27.png,1532,744,239,1083,table
page_PRKNT_MSFO_23Q4.pdf_27.png,1563,1308,164,1816,table
page_ROSZD_MSFO_23Q4.pdf_94.png,197,602,1510,947,table
page_NOVTR_MSFO_23Q4.pdf_35.png,1541,1128,234,1005,table
page_ATENC_MSFO_23Q3.pdf_42.png,1417,424,212,776,table
page_POCHR_MSFO_23Q4.pdf_71.png,1536,1848,188,1451,table
page_SNTRM_MSFO_23Q4.pdf_20.png,2214,1067,113,401,table
page_ATENC_MSFO_23Q4.pdf_81.png,200,397,1458,1159,table
page_MLFIN_MSFO_23Q4.pdf_19.png,1531,1412,154,980,table
page_TRKON_MSFO_24Q1.pdf_17.png,1516,1695,188,1494,table
page_INKCP_MSFO_23Q4.pdf_34.png,1539,1217,239,1015,table
page_ROSAD_MSFO_23Q4.pdf_30.png,1510,1996,213,1296,table
page_TRFMN_MSFO_24Q1.pdf_22.png,1524,496,206,377,table
page_TRCKO_MSFO_23Q4.pdf_49.png,1569,1856,234,1670,table
page_POCHR_MSFO_23Q4.pdf_40.png,1532,902,188,599,table
page_SGTRN_MSFO_23Q4.pdf_37.png,246,1458,1525,2163,table
page_IIBNK_MSFO_23Q4.pdf_40.png,1503,1305,210,896,table
page_MSBLZ_MSFO_23Q4.pdf_31.png,242,1479,1516,1648,table
page_ABZON_MSFO_23Q4.pdf_35.png,1480,868,225,333,table
page_TRFMN_MSFO_24Q1.pdf_25.png,1524,653,210,353,table
page_CTYMT_MSFO_23Q4.pdf_29.png,132,1472,2111,232,table
page_SGTRN_MSFO_23Q4.pdf_15.png,1505,499,253,986,table
page_REKOP_MSFO_23Q4.pdf_8.png,1168,377,156,969,table
page_KIRZD_MSFO_23Q4.pdf_22.png,1498,1707,279,1504,table
page_GKPIN_MSFO_23Q4.pdf_12.png,1473,266,193,1389,table
page_TATNF_MSFO_23Q4.pdf_33.png,1539,777,79,239,table
page_MSBLZ_MSFO_23Q4.pdf_44.png,219,351,1552,1382,table
page_IIBNK_MSFO_23Q4.pdf_46.png,1528,868,208,1245,table
page_SFOSR_MSFO_23Q4.pdf_19.png,1497,326,223,662,table
page_DELPT_MSFO_23Q4.pdf_5.png,1481,1740,171,1469,table
page_RESOL_MSFO_23Q4.pdf_34.png,1483,1901,242,1681,table
page_SELTL_MSFO_23Q4.pdf_52.png,1498,1304,260,1575,table
page_CEEFP_MSFO_23Q4.pdf_7.png,1515,351,282,1518,table
page_NOVTR_MSFO_23Q4.pdf_28.png,1537,431,236,300,table
page_TRFMN_MSFO_23Q4.pdf_28.png,1528,1031,217,1239,table
page_SFOSR_MSFO_23Q4.pdf_17.png,1455,710,210,397,table
page_RODEL_MSFO_23Q4.pdf_59.png,266,502,1543,806,table
page_DOMRF_MSFO_24Q1.pdf_23.png,1543,2091,201,1399,table
page_AERFL_MSFO_23Q4.pdf_22.png,182,267,1535,461,table
page_EVBRZ_MSFO_23Q4.pdf_90.png,1492,1692,194,516,table
page_ASPDK_MSFO_23Q4.pdf_28.png,1460,859,163,351,table
page_OKEYF_MSFO_23Q4.pdf_27.png,1314,584,222,361,table
page_PRKNT_MSFO_23Q4.pdf_35.png,1534,1842,158,1352,table
page_DOMRB_MSFO_23Q3.pdf_38.png,1528,1296,205,429,table
page_LIZTR_MSFO_23Q4.pdf_54.png,1438,1491,209,1093,table
page_DOMRB_MSFO_24Q1.pdf_29.png,1540,1609,211,1170,table
page_MLFIN_MSFO_23Q4.pdf_6.png,1512,460,175,1304,table
page_TIONE_MSFO_23Q4.pdf_37.png,1520,662,214,446,table
page_BSKSC_MSFO_23Q4.pdf_29.png,1518,975,268,382,table
page_SGTRN_MSFO_23Q4.pdf_44.png,1510,423,259,853,table
page_SELTL_MSFO_23Q4.pdf_39.png,1522,797,259,594,table
page_SGTRN_MSFO_23Q4.pdf_13.png,1502,826,259,604,table
page_YUVLT_MSFO_23Q4.pdf_25.png,1524,1221,288,431,table
page_PRSLK_MSFO_23Q4.pdf_46.png,1501,1016,192,451,table
page_SIBUR_MSFO_23Q4.pdf_28.png,1522,1996,227,1569,table
page_CPPCO_MSFO_23Q4.pdf_37.png,156,394,2185,1193,table
page_NPFOO_MSFO_23Q4.pdf_22.png,1395,978,215,1219,table
page_ASPDK_MSFO_23Q4.pdf_29.png,1475,1213,146,1932,table
page_RFBIN_MSFO_23Q3.pdf_95.png,1441,1271,211,1052,table
page_EVBRZ_MSFO_23Q4.pdf_62.png,183,1312,1509,1588,table
page_ASTDN_MSFO_23Q4.pdf_9.png,1503,1133,196,330,table
page_METAL_MSFO_23Q4.pdf_58.png,1512,1455,194,1669,table
page_ROSAL_MSFO_23Q4.pdf_27.png,1531,386,191,1022,table
page_SPINL_MSFO_23Q4.pdf_35.png,1524,1970,279,1680,table
page_SELTL_MSFO_23Q3.pdf_23.png,1503,1084,258,707,table
page_AVAGR_MSFO_23Q4.pdf_33.png,1432,970,216,293,table
page_RFBIN_MSFO_23Q3.pdf_80.png,1440,2069,214,1813,table
page_ATENC_MSFO_24Q1.pdf_47.png,1396,1144,219,314,table
page_DOMRF_MSFO_24Q1.pdf_12.png,1541,312,206,1128,table
page_LIZTR_MSFO_23Q4.pdf_62.png,219,435,1378,962,table
page_LIZTR_MSFO_23Q4.pdf_87.png,1512,433,145,944,table
page_DOMRF_MSFO_24Q1.pdf_28.png,1536,1844,214,722,table
page_AVDOM_MSFO_23Q4.pdf_33.png,1563,448,240,652,table
page_ROSZD_MSFO_23Q4.pdf_66.png,1540,2207,182,1724,table
page_NPFOO_MSFO_23Q4.pdf_8.png,1511,1280,232,918,table
page_SELTL_MSFO_23Q4.pdf_47.png,1503,759,257,483,table
page_ELLZN_MSFO_23Q4.pdf_22.png,1455,1118,241,344,table
page_ROSAD_MSFO_23Q4.pdf_35.png,205,322,1520,853,table
page_FCKCO_MSFO_23Q3.pdf_37.png,1536,848,189,433,table
page_DOMRF_MSFO_24Q1.pdf_26.png,1537,1597,201,1968,table
page_AVDOM_MSFO_23Q4.pdf_36.png,1543,1959,240,847,table
page_ELLZN_MSFO_23Q4.pdf_24.png,1453,1761,239,1493,table
page_CEEFP_MSFO_23Q4.pdf_29.png,396,263,398,261,table
page_POCHR_MSFO_23Q4.pdf_39.png,1532,1426,193,949,table
page_HKFIN_MSFO_23Q4.pdf_25.png,1539,2026,242,1468,table
page_REKOP_MSFO_23Q4.pdf_36.png,1471,1612,244,1293,table
page_PTRIN_MSFO_23Q4.pdf_28.png,1458,322,200,773,table
page_DOMRF_MSFO_23Q4.pdf_72.png,2227,1408,209,296,table
page_POCHR_MSFO_23Q4.pdf_51.png,186,927,1542,1441,table
page_ROSAD_MSFO_23Q4.pdf_36.png,1508,1473,220,715,table
page_FCKCO_MSFO_23Q3.pdf_29.png,188,491,1532,813,table
page_EVBRZ_MSFO_23Q4.pdf_13.png,184,1455,1484,1808,table
page_METAL_MSFO_23Q4.pdf_30.png,1513,2174,195,1460,table
page_KRMNI_MSFO_23Q4.pdf_31.png,1505,1884,204,1106,table
page_TIONE_MSFO_23Q4.pdf_39.png,1535,1467,207,953,table
page_FCKCO_MSFO_23Q3.pdf_28.png,1528,1417,195,504,table
page_PKPKB_MSFO_23Q4.pdf_62.png,1448,1120,210,738,table
page_VISAO_MSFO_23Q4.pdf_32.png,156,317,2184,1014,table
